character,radical,decomposition,pinyin,definition,etymology,stroke_count,radical_code,frequency_rank,hsk_levl
斤,斤,⿸厂下,jīn,"a catty (approximately 500 g); an axe; keen, shrewd; KangXi radical number 69",,4,69.0,1866,3.0
酷,酉,⿰酉告,kù,"strong, stimulating; very","{'type': 'pictophonetic', 'phonetic': '告', 'semantic': '酉', 'hint': 'wine'}",14,164.7,1867,6.0
掠,手,⿰扌京,lüè,"rob, ransack, plunder; pass by","{'type': 'pictophonetic', 'phonetic': '京', 'semantic': '扌', 'hint': 'hand'}",11,64.8,1868,6.0
妖,女,⿰女夭,yāo,"strange, weird, supernatural","{'type': 'pictophonetic', 'phonetic': '夭', 'semantic': '女', 'hint': 'woman'}",7,38.4,1869,
祸,示,⿰礻呙,huò,"misfortune, calamity, disaster","{'type': 'pictophonetic', 'phonetic': '呙', 'semantic': '礻', 'hint': 'spirit'}",11,113.7,1870,6.0
侍,人,⿰亻寺,shì,"serve, attend upon; attendant, servant; samurai","{'type': 'pictophonetic', 'phonetic': '寺', 'semantic': '亻', 'hint': 'person'}",8,9.6,1871,
乙,乙,？,yǐ,second; 2nd heavenly stem,"{'type': 'pictographic', 'hint': 'A swallow'}",1,5.0,1872,5.0
妨,女,⿰女方,fáng,"interfere with, impede, obstruct","{'type': 'pictophonetic', 'phonetic': '方', 'semantic': '女', 'hint': 'woman'}",7,38.4,1873,5.0
贪,貝,⿱今贝,tān,"be greedy, covet; covetous","{'type': 'pictophonetic', 'phonetic': '今', 'semantic': '贝', 'hint': 'money'}",8,154.4,1874,6.0
挣,手,⿰扌争,zhēng,"strive, endeavor, struggle","{'type': 'ideographic', 'hint': 'To fight\xa0争 by hand\xa0扌;\xa0争 also provides the pronunciation'}",9,64.6,1875,5.0
汪,水,⿰氵王,wāng,"vast, extensive, deep; surname","{'type': 'pictophonetic', 'phonetic': '王', 'semantic': '氵', 'hint': 'water'}",7,85.4,1876,
尿,尸,⿸尸水,niào,urine; urinate,"{'type': 'ideographic', 'hint': 'A person, crouched 尸 passing water\xa0水'}",7,44.4,1877,
莉,艸,⿱艹利,lì,white jasmine,"{'type': 'pictophonetic', 'phonetic': '利', 'semantic': '艹', 'hint': 'flower'}",10,140.7,1878,
悬,心,⿱县心,xuán,"hang, suspend, hoist; be hung","{'type': 'ideographic', 'hint': ""Pride\xa0心\xa0\xa0in one's country\xa0县, expressed by a flag;\xa0县 also provides the pronunciation""}",11,61.7,1879,6.0
唇,口,⿸辰口,chún,lips,"{'type': 'pictophonetic', 'phonetic': '辰', 'semantic': '口', 'hint': 'mouth'}",10,30.7,1880,6.0
翰,羽,⿰倝羽,hàn,"writing brush, pen, pencil","{'type': 'pictophonetic', 'phonetic': '倝', 'semantic': '羽', 'hint': 'plume'}",16,124.1,1881,
仓,人,⿱人㔾,cāng,granary; berth; sea,"{'type': 'ideographic', 'hint': 'Simplified form of 倉;\xa0grains\xa0食\xa0kept in storage\xa0口'}",4,9.2,1882,6.0
轨,車,⿰车九,guǐ,"track, rut, path","{'type': 'pictophonetic', 'phonetic': '九', 'semantic': '车', 'hint': 'cart'}",6,159.2,1883,6.0
枚,木,⿰木攵,méi,"stalk of shrub, trunk of tree","{'type': 'pictophonetic', 'phonetic': '攵', 'semantic': '木', 'hint': 'tree'}",8,75.4,1884,6.0
盐,皿,⿱圤皿,yán,salt,,10,108.5,1885,4.0
览,見,⿱？见,lǎn,"look at, inspect; perceive","{'type': 'pictophonetic', 'semantic': '见', 'hint': 'see'}",9,147.5,1886,5.0
傅,人,⿰亻尃,fù,"tutor, teacher; assist; surname","{'type': 'ideographic', 'hint': 'Someone\xa0亻\xa0who lectures\xa0尃;\xa0尃 also provides the pronunciation'}",12,9.1,1887,4.0
帅,巾,⿰刂巾,shuài,"commander, commander-in-chief","{'type': 'ideographic', 'hint': 'An army officer carrying a weapon 刂 and a flag\xa0巾'}",5,50.2,1888,4.0
庙,广,⿸广由,miào,"temple, shrine; imperial court","{'type': 'ideographic', 'hint': 'A building\xa0广 containing an altar\xa0由'}",8,53.5,1889,6.0
芬,艸,⿱艹分,fēn,"fragrance, aroma; perfume","{'type': 'pictophonetic', 'phonetic': '分', 'semantic': '艹', 'hint': 'flower'}",7,140.4,1890,
屏,尸,⿸户并,píng,"folding screen, shield","{'type': 'pictophonetic', 'phonetic': '并', 'semantic': '户', 'hint': 'door'}",9,44.6,1891,6.0
寺,寸,⿱土寸,sì,"court, office; temple, monastery","{'type': 'ideographic', 'hint': 'An offering\xa0土\xa0in your hand\xa0寸'}",6,41.3,1892,6.0
胖,肉,⿰⺼半,pàng,"fat, obese; fatty","{'type': 'pictophonetic', 'phonetic': '半', 'semantic': '⺼', 'hint': 'flesh'}",9,130.5,1893,3.0
璃,玉,⿰王离,lí,glass,"{'type': 'pictophonetic', 'phonetic': '离', 'semantic': '王', 'hint': 'jade'}",14,96.11,1894,5.0
愚,心,⿱禺心,yú,"stupid, doltish, foolish","{'type': 'pictophonetic', 'phonetic': '禺', 'semantic': '心', 'hint': 'heart'}",13,61.9,1895,6.0
滴,水,⿰氵啇,dī,drip; drop of water,"{'type': 'pictophonetic', 'phonetic': '啇', 'semantic': '氵', 'hint': 'water'}",14,85.11,1896,5.0
疏,疋,⿰疋㐬,shū,"neglect; careless, lax","{'type': 'ideographic', 'hint': 'Walking\xa0疋 through uncultivated land\xa0㐬'}",12,103.7,1897,6.0
萧,艸,⿱艹肃,xiāo,common artemisia; dejected,"{'type': 'pictophonetic', 'phonetic': '艹', 'semantic': '肃', 'hint': 'solemn'}",11,140.8,1898,
姿,女,⿱次女,zī,,"{'type': 'pictophonetic', 'phonetic': '次', 'semantic': '女', 'hint': 'woman'}",9,38.6,1899,5.0
颤,頁,⿰亶页,chàn,"shiver, tremble; trembling","{'type': 'pictophonetic', 'phonetic': '亶', 'semantic': '页', 'hint': 'leaf'}",19,181.13,1900,6.0
丑,一,⿻刀二,chǒu,"clown, comedian; 2nd terrestrial branch",,4,1.3,1901,5.0
劣,力,⿱少力,liè,"bad, inferior; slightly","{'type': 'pictophonetic', 'phonetic': '力', 'semantic': '少', 'hint': 'inadequate'}",6,19.4,1902,5.0
柯,木,⿰木可,kē,"axe-handle; stalk, bough; surname","{'type': 'pictophonetic', 'phonetic': '可', 'semantic': '木', 'hint': 'wood'}",9,75.5,1903,
寸,寸,？,cùn,"inch; small, tiny; KangXi radical 41","{'type': 'ideographic', 'hint': 'A hand with a dot indicating where the pulse can be felt, about an inch up the wrist'}",3,41.0,1904,6.0
扔,手,⿰扌乃,rēng,"throw, hurl; throw away, cast","{'type': 'pictophonetic', 'phonetic': '乃', 'semantic': '扌', 'hint': 'hand'}",5,64.2,1905,4.0
盯,目,⿰目丁,dīng,"rivet gaze upon, keep eyes on","{'type': 'pictophonetic', 'phonetic': '丁', 'semantic': '目', 'hint': 'eye'}",7,109.2,1906,6.0
辱,辰,⿸辰寸,rǔ,"humiliate, insult, abuse",,10,161.3,1907,6.0
匹,匸,⿷匸儿,pǐ,bolt of cloth; counter for horses,"{'type': 'pictographic', 'hint': 'A roll of cloth'}",4,23.2,1908,5.0
俱,人,⿰亻具,jù,"all, together; accompany","{'type': 'pictophonetic', 'phonetic': '具', 'semantic': '亻', 'hint': 'person'}",10,9.8,1909,5.0
辨,辛,⿲辛刂辛,biàn,"distinguish, discriminate","{'type': 'ideographic', 'hint': 'To separate\xa0刂 two alternatives\xa0辛'}",16,160.9,1910,6.0
饿,食,⿰饣我,è,hungry; greedy for; hunger,"{'type': 'ideographic', 'hint': 'To want\xa0我\xa0food\xa0饣;\xa0我 also provides the pronunciation'}",10,184.7,1911,3.0
蜂,虫,⿰虫夆,fēng,"bee, wasp, hornet","{'type': 'pictophonetic', 'phonetic': '夆', 'semantic': '虫', 'hint': 'insect'}",13,142.7,1912,5.0
哦,口,⿰口我,ó,oh? really? is that so?,"{'type': 'pictophonetic', 'phonetic': '我', 'semantic': '口', 'hint': 'mouth'}",10,30.7,1913,6.0
腔,肉,⿰⺼空,qiāng,chest cavity; hollow in body,"{'type': 'pictophonetic', 'phonetic': '空', 'semantic': '⺼', 'hint': 'flesh'}",12,130.8,1914,6.0
郁,邑,⿰有阝,yù,"sweet smelling, rich in aroma; (Cant.) to move, hit","{'type': 'pictophonetic', 'phonetic': '有', 'semantic': '阝', 'hint': 'city'}",8,163.6,1915,6.0
溃,水,⿰氵贵,kuì,flooding river; militarily defeat,"{'type': 'pictophonetic', 'phonetic': '贵', 'semantic': '氵', 'hint': 'water'}",12,85.9,1916,6.0
谨,言,⿰讠堇,jǐn,"prudent, cautious; attentive","{'type': 'pictophonetic', 'phonetic': '堇', 'semantic': '讠', 'hint': 'speech'}",13,149.11,1917,5.0
糟,米,⿰米曹,zāo,"sediment, dregs; pickle","{'type': 'pictophonetic', 'phonetic': '曹', 'semantic': '米', 'hint': 'grain'}",17,119.11,1918,5.0
葛,艸,⿱艹曷,gé,edible bean; surname,"{'type': 'pictophonetic', 'phonetic': '曷', 'semantic': '艹', 'hint': 'plant'}",12,140.9,1919,
苗,艸,⿱艹田,miáo,sprouts; Miao nationality,"{'type': 'ideographic', 'hint': 'Grass\xa0艹\xa0growing in a field\xa0田'}",8,140.5,1920,5.0
肠,肉,⿰⺼昜,cháng,intestines; emotions; sausage,"{'type': 'pictophonetic', 'phonetic': '昜', 'semantic': '⺼', 'hint': 'flesh'}",7,130.3,1921,5.0
忌,心,⿱己心,jì,"jealous, envious; fear","{'type': 'pictophonetic', 'phonetic': '己', 'semantic': '心', 'hint': 'heart'}",7,61.3,1922,6.0
溜,水,⿰氵留,liū,"slide, glide, slip; slippery","{'type': 'pictophonetic', 'phonetic': '留', 'semantic': '氵', 'hint': 'water'}",13,85.1,1923,6.0
鸿,鳥,⿰江鸟,hóng,species of wild swan; vast,"{'type': 'pictophonetic', 'phonetic': '江', 'semantic': '鸟', 'hint': 'bird'}",11,196.6,1924,
爵,爪,⿱爫⿱罒⿰良寸,jué,feudal title or rank,"{'type': 'ideographic', 'hint': 'A hand\xa0寸 holding a goblet\xa0良\xa0of wine\xa0罒'}",17,87.14,1925,
鹏,鳥,⿰朋鸟,péng,fabulous bird of enormous size,"{'type': 'pictophonetic', 'phonetic': '朋', 'semantic': '鸟', 'hint': 'bird'}",13,196.8,1926,
鹰,鳥,⿸⿸广倠鸟,yīng,falcon; Accipiter species (various),"{'type': 'pictophonetic', 'semantic': '鸟', 'hint': 'bird'}",18,196.13,1927,
笼,竹,⿱⺮龙,lóng,cage; cage-like basket,"{'type': 'pictophonetic', 'phonetic': '龙', 'semantic': '⺮', 'hint': 'bamboo'}",11,118.5,1928,6.0
丘,一,⿱斤一,qiū,hill; elder; empty; a name,"{'type': 'pictographic', 'hint': 'Two hills'}",5,1.4,1929,6.0
桂,木,⿰木圭,guì,cassia or cinnamon,"{'type': 'pictophonetic', 'phonetic': '圭', 'semantic': '木', 'hint': 'tree'}",10,75.6,1930,
滋,水,⿰氵兹,zī,"grow, multiply, increase; thrive","{'type': 'pictophonetic', 'phonetic': '兹', 'semantic': '氵', 'hint': 'water'}",12,85.1,1931,6.0
聊,耳,⿰耳卯,liáo,"somewhat, slightly, at least","{'type': 'pictophonetic', 'phonetic': '卯', 'semantic': '耳', 'hint': 'ear'}",11,128.5,1932,3.0
挡,手,⿰扌当,dǎng,"obstruct, impede; stop; resist","{'type': 'ideographic', 'hint': 'A hand\xa0扌 raised at the right time\xa0当;\xa0当 also provides the pronunciation'}",9,64.6,1933,5.0
纲,糸,⿰纟冈,gāng,"heavy rope, hawser; main points","{'type': 'pictophonetic', 'phonetic': '冈', 'semantic': '纟', 'hint': 'thread'}",7,120.4,1934,5.0
肌,肉,⿰⺼几,jī,muscle tissue; meat on bones,"{'type': 'pictophonetic', 'phonetic': '几', 'semantic': '⺼', 'hint': 'flesh'}",6,130.2,1935,5.0
茨,艸,⿱艹次,cí,"thatching; caltrop, Tribulus terrestris","{'type': 'pictophonetic', 'phonetic': '次', 'semantic': '艹', 'hint': 'grass'}",9,140.6,1936,
壳,士,⿱士冗,ké,"casing, shell, husk","{'type': 'ideographic', 'hint': 'A shell discarded\xa0冗 by a soldier\xa0士'}",7,33.4,1937,6.0
痕,疒,⿸疒艮,hén,scar; mark; trace,"{'type': 'pictophonetic', 'phonetic': '艮', 'semantic': '疒', 'hint': 'sickness'}",11,104.6,1938,6.0
碗,石,⿰石宛,wǎn,"bowl, small dish","{'type': 'pictophonetic', 'phonetic': '宛', 'semantic': '石', 'hint': 'stone'}",13,112.8,1939,3.0
穴,穴,⿱宀八,xué,"cave, den, hole; KangXi radical 116","{'type': 'pictographic', 'hint': 'The mouth of a cave'}",5,116.0,1940,6.0
膀,肉,⿰⺼旁,bǎng,upper arm; shoulder; wing,"{'type': 'ideographic', 'hint': 'Flesh\xa0⺼\xa0beside\xa0旁\xa0the body;\xa0旁 also provides the pronunciation'}",14,130.1,1941,5.0
卓,十,⿱⺊早,zhuō,"profound, brilliant, lofty","{'type': 'ideographic', 'hint': 'To foresee\xa0⺊\xa0the dawn\xa0早\xa0coming;\xa0早 also provides the pronunciation'}",8,24.6,1942,6.0
贤,貝,⿱⿰？又贝,xián,"virtuous, worthy, good; able","{'type': 'pictophonetic', 'semantic': '贝', 'hint': 'money'}",8,154.4,1943,6.0
卧,臣,⿰臣卜,wò,lie down; crouch,"{'type': 'ideographic', 'hint': 'A person\xa0卜\xa0(altered form of\xa0人) laying in bed\xa0臣'}",8,131.2,1944,5.0
膜,肉,⿰⺼莫,mó,membrane; to kneel and worship,"{'type': 'pictophonetic', 'phonetic': '莫', 'semantic': '⺼', 'hint': 'flesh'}",14,130.11,1945,6.0
毅,殳,⿰豙殳,yì,"resolute, decisive, firm, persist","{'type': 'pictophonetic', 'phonetic': '豙', 'semantic': '殳', 'hint': 'tool'}",15,79.11,1946,6.0
锦,金,⿰钅帛,jǐn,"brocade, tapestry; embroidered","{'type': 'ideographic', 'hint': 'Silk\xa0帛 inlaid with gold\xa0钅;\xa0钅 also provides the pronunciation'}",13,167.8,1947,6.0
欠,欠,⿱⺈人,qiàn,"owe, lack, be deficient; KangXi radical number 76","{'type': 'ideographic', 'hint': 'A man\xa0人 yawning\xa0⺈'}",4,76.0,1948,5.0
哩,口,⿰口里,lī,mile,"{'type': 'pictophonetic', 'phonetic': '里', 'semantic': '口', 'hint': 'mouth'}",10,30.7,1949,
函,凵,⿶凵⿻了？,hán,correspondence; a case; a box,"{'type': 'ideographic', 'hint': 'Letters placed in a container\xa0凵'}",8,17.6,1950,
茫,艸,⿱艹汒,máng,"vast, boundless, widespread","{'type': 'pictophonetic', 'phonetic': '汒', 'semantic': '艹', 'hint': 'grass'}",9,140.6,1951,6.0
昂,日,⿱日卬,áng,"rise, raise; proud, bold; upright","{'type': 'pictophonetic', 'phonetic': '卬', 'semantic': '日', 'hint': 'sun'}",8,72.4,1952,6.0
薛,艸,⿱艹⿰⿱丿㠯辛,xuē,kind of marsh grass; feudal state,"{'type': 'ideographic', 'hint': 'A kind of bitter\xa0辛\xa0grass\xa0艹'}",16,140.13,1953,
皱,皮,⿰刍皮,zhòu,"wrinkles, creases, folds","{'type': 'pictophonetic', 'phonetic': '刍', 'semantic': '皮', 'hint': 'skin'}",10,107.5,1954,6.0
夸,大,⿱大亏,kuā,"extravagant, luxurious; handsome","{'type': 'pictophonetic', 'phonetic': '亏', 'semantic': '大', 'hint': 'great'}",6,37.3,1955,5.0
豫,豕,⿰予象,yù,"relaxed, comfortable, at ease","{'type': 'pictophonetic', 'phonetic': '予', 'semantic': '象', 'hint': 'elephant'}",15,152.9,1956,5.0
胃,肉,⿱田⺼,wèi,stomach; gizzard of fowl,"{'type': 'ideographic', 'hint': 'The stomach ⺼\xa0behind the abdominal muscles\xa0田'}",9,130.5,1957,5.0
舌,舌,⿱千口,shé,tongue; clapper of bell; KangXi radical 135,"{'type': 'pictographic', 'hint': 'A tongue\xa0千 sticking out of a mouth\xa0口'}",6,135.0,1958,6.0
剥,刀,⿰录刂,bō,peel,"{'type': 'pictophonetic', 'phonetic': '录', 'semantic': '刂', 'hint': 'knife'}",10,18.8,1959,6.0
傲,人,⿰亻敖,ào,"proud, haughty, overbearing","{'type': 'pictophonetic', 'phonetic': '敖', 'semantic': '亻', 'hint': 'person'}",12,9.11,1960,4.0
拾,手,⿰扌合,shí,"pick up, collect, tidy up; accounting form of the numeral ten","{'type': 'ideographic', 'hint': ""To gather\xa0合 things in one's hands\xa0扌""}",9,64.6,1961,4.0
窝,穴,⿱穴呙,wō,"nest; cave, den; hiding place","{'type': 'pictophonetic', 'phonetic': '呙', 'semantic': '穴', 'hint': 'cave'}",12,116.7,1962,6.0
睁,目,⿰目争,zhēng,open eyes; stare,"{'type': 'pictophonetic', 'phonetic': '争', 'semantic': '目', 'hint': 'eye'}",11,109.6,1963,5.0
携,手,⿰扌隽,xié,"lead by hand, take with; carry","{'type': 'pictophonetic', 'phonetic': '隽', 'semantic': '扌', 'hint': 'hand'}",13,64.1,1964,6.0
陵,阜,⿰阝夌,líng,"hill, mound; mausoleum","{'type': 'ideographic', 'hint': 'A hill\xa0阝 where people are laid to rest\xa0夌;\xa0夌 also provides the pronunciation'}",10,170.8,1965,6.0
哼,口,⿰口亨,hēng,"hum; sing softly; groan, moan; (Cant.) an interjecting indicating disapproval","{'type': 'pictophonetic', 'phonetic': '亨', 'semantic': '口', 'hint': 'mouth'}",10,30.7,1966,6.0
棉,木,⿰木帛,mián,cotton; cotton padded,"{'type': 'ideographic', 'hint': 'Silk\xa0帛 picked off a tree 木'}",12,75.8,1967,6.0
晴,日,⿰日青,qíng,"clear weather, fine weather","{'type': 'pictophonetic', 'phonetic': '青', 'semantic': '日', 'hint': 'sun'}",12,72.8,1968,2.0
铃,金,⿰钅令,líng,bell,"{'type': 'pictophonetic', 'phonetic': '令', 'semantic': '钅', 'hint': 'bell'}",10,167.5,1969,5.0
填,土,⿰土真,tián,"fill in, fill up; make good","{'type': 'pictophonetic', 'phonetic': '真', 'semantic': '土', 'hint': 'earth'}",13,32.1,1970,4.0
饲,食,⿰饣司,sì,raise animals; feed; nourish,"{'type': 'pictophonetic', 'phonetic': '司', 'semantic': '饣', 'hint': 'food'}",8,184.5,1971,6.0
渴,水,⿰氵曷,kě,"thirsty, parched; yearn, pine","{'type': 'pictophonetic', 'phonetic': '曷', 'semantic': '氵', 'hint': 'water'}",12,85.9,1972,3.0
吻,口,⿰口勿,wěn,kiss; the lips; coinciding,"{'type': 'pictophonetic', 'phonetic': '勿', 'semantic': '口', 'hint': 'mouth'}",7,30.4,1973,5.0
扮,手,⿰扌分,bàn,dress up; dress up as,"{'type': 'pictophonetic', 'phonetic': '分', 'semantic': '扌', 'hint': 'hand'}",7,64.4,1974,4.0
逆,辵,⿺辶屰,nì,"disobey, rebel; rebel, traitor","{'type': 'ideographic', 'hint': 'A disobedient\xa0屰 person\xa0辶;\xa0屰 also provides the pronunciation'}",9,162.6,1975,6.0
脆,肉,⿰⺼危,cuì,"crisp; fragile, frail; brittle","{'type': 'ideographic', 'hint': ""Something dangerous\xa0危 to one's flesh\xa0⺼""}",10,130.6,1976,5.0
喘,口,⿰口耑,chuǎn,"pant, gasp, breathe heavily","{'type': 'pictophonetic', 'phonetic': '耑', 'semantic': '口', 'hint': 'mouth'}",12,30.9,1977,6.0
罩,网,⿱罒卓,zhào,basket for catching fish; cover,"{'type': 'pictophonetic', 'phonetic': '卓', 'semantic': '罒', 'hint': 'net'}",13,122.8,1978,6.0
卜,卜,⿻丨丶,bo,fortune telling; prophesy,"{'type': 'pictographic', 'hint': 'A crack on an oracle bone'}",2,25.0,1979,
炉,火,⿰火户,lú,"fireplace, stove, oven, furnace","{'type': 'ideographic', 'hint': ""A fire\xa0火 in one's home\xa0户""}",8,86.4,1980,6.0
柴,木,⿱此木,chái,"firewood, faggots, fuel","{'type': 'pictophonetic', 'phonetic': '此', 'semantic': '木', 'hint': 'wood'}",10,75.5,1981,5.0
愉,心,⿰忄俞,yú,"pleasant, delightful; please","{'type': 'pictophonetic', 'phonetic': '俞', 'semantic': '忄', 'hint': 'heart'}",12,61.9,1982,4.0
绳,糸,⿰纟黾,shéng,"rope, string, cord; control","{'type': 'pictophonetic', 'phonetic': '黾', 'semantic': '纟', 'hint': 'thread'}",11,120.8,1983,5.0
胎,肉,⿰⺼台,tāi,"unborn child, embryo, fetus","{'type': 'pictophonetic', 'phonetic': '台', 'semantic': '⺼', 'hint': 'flesh'}",9,130.5,1984,6.0
蓄,艸,⿱艹畜,xù,"store, save, hoard, gather","{'type': 'pictophonetic', 'phonetic': '畜', 'semantic': '艹', 'hint': 'plant'}",13,140.1,1985,6.0
眠,目,⿰目民,mián,"close eyes, sleep; hibernate","{'type': 'pictophonetic', 'phonetic': '民', 'semantic': '目', 'hint': 'eye'}",10,109.5,1986,5.0
竭,立,⿰立曷,jié,put forth great effort; exhaust,"{'type': 'pictophonetic', 'phonetic': '曷', 'semantic': '立', 'hint': 'stand'}",14,117.9,1987,6.0
喂,口,⿰口畏,wèi,interjection to call attention,"{'type': 'pictophonetic', 'phonetic': '畏', 'semantic': '口', 'hint': 'mouth'}",12,30.9,1988,1.0
傻,人,⿰亻⿳囟八夂,shǎ,"foolish, silly, stupid; an imbecile","{'type': 'ideographic', 'hint': 'A man\xa0亻 being hit\xa0夂\xa0on the head\xa0囟'}",13,9.11,1989,5.0
慕,心,⿱莫⺗,mù,"long for, desire; admire","{'type': 'pictophonetic', 'phonetic': '莫', 'semantic': '⺗', 'hint': 'heart'}",14,61.11,1990,4.0
浑,水,⿰氵军,hún,"muddy, turbid; blend, merge, mix","{'type': 'pictophonetic', 'phonetic': '军', 'semantic': '氵', 'hint': 'water'}",9,85.6,1991,6.0
奸,女,⿰女干,jiān,"crafty, villainous, false","{'type': 'pictophonetic', 'phonetic': '干', 'semantic': '女', 'hint': 'woman'}",6,38.3,1992,
扇,戶,⿸户羽,shàn,fan; door panel,"{'type': 'ideographic', 'hint': 'A feathered\xa0羽 fan in the shape of a folding door\xa0户'}",10,63.6,1993,5.0
柜,木,⿰木巨,guì,"cabinet, cupboard; shop counter","{'type': 'pictophonetic', 'phonetic': '巨', 'semantic': '木', 'hint': 'wood'}",8,75.5,1994,5.0
悦,心,⿰忄兑,yuè,"pleased, contented, gratified","{'type': 'pictophonetic', 'phonetic': '兑', 'semantic': '忄', 'hint': 'heart'}",10,61.7,1995,6.0
拦,手,⿰扌兰,lán,"obstruct, impede, bar, hinder","{'type': 'pictophonetic', 'phonetic': '兰', 'semantic': '扌', 'hint': 'hand'}",8,64.5,1996,5.0
诞,言,⿰讠延,dàn,"bear children, give birth; birth","{'type': 'pictophonetic', 'phonetic': '延', 'semantic': '讠', 'hint': 'speech'}",8,149.8,1997,6.0
饱,食,⿰饣包,bǎo,,"{'type': 'pictophonetic', 'phonetic': '包', 'semantic': '饣', 'hint': 'food'}",8,184.5,1998,3.0
乾,乙,⿰龺乞,gān,"dry; first hexagram; warming principle of the sun, penetrating and fertilizing, heavenly generative principle (male)","{'type': 'ideographic', 'hint': 'Rays 十 emanating from the 日;\xa0乞 provides the pronunciation'}",11,5.1,1999,
泡,水,⿰氵包,pào,"bubbles, suds; blister; soak","{'type': 'pictophonetic', 'phonetic': '包', 'semantic': '氵', 'hint': 'water'}",8,85.5,2000,6.0
贼,貝,⿰贝戎,zéi,"thief, traitor; kill","{'type': 'pictophonetic', 'phonetic': '贝', 'semantic': '戎', 'hint': 'weapons'}",10,154.6,2001,6.0
亭,亠,⿱⿳亠口冖丁,tíng,pavilion; erect,"{'type': 'pictographic', 'hint': '亠, 口, and\xa0冖 form a picture of a pavilion;\xa0丁 provides the pronunciation'}",9,8.7,2002,6.0
